username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink
ErroJuanma;2016-10-24 16:51;4;10;"VT Paysandu. Trigos con preventivo fusarium #prosaro . Cebadas con preventivos ramularia #cripton @DiegoPaniagua73 @r_mller pic.twitter.com/sM5vEEVdxR";;@DiegoPaniagua73 @r_mller;#prosaro #cripton;"790566474872131584";https://twitter.com/ErroJuanma/status/790566474872131584
EurekaMag;2016-10-24 11:01;2;0;"Production, regulation, and some properties of lipase activity from Fusarium oxysporum f. sp. vasinfectum http:// dlvr.it/MWMGsm #EurekaMag";;;#EurekaMag;"790478320244707332";https://twitter.com/EurekaMag/status/790478320244707332
Dunanore;2016-10-24 10:37;8;22;"Fusarium activity now under control after tank mix app of PK PLUS and fungicide @GriggBros @greenkeepingire pic.twitter.com/8AiSeiBFAS";;@GriggBros @greenkeepingire;;"790472249648222208";https://twitter.com/Dunanore/status/790472249648222208
putrzren;2016-10-24 09:09;1;2;"aku sebenarnya nak ngulor je hari ni..malas cari jurnal...buku fusarium ni pun dah meluluhkan keimanan aku";;;;"790450166075490304";https://twitter.com/putrzren/status/790450166075490304
ts_ananya;2016-10-23 17:24;0;0;"Multidrug resistant Fusarium in keratitis http:// onlinelibrary.wiley.com/wol1/resolve/d oi?DOI=10.1111%2Fmyc.12578#.WAzV04OrIVA.twitter …";;;#;"790212202439454720";https://twitter.com/ts_ananya/status/790212202439454720
eco_sustainabl;2016-10-23 16:09;0;0;"Fusarium Patch Desease season is upon us! We've got a handy F.A.Q to help you identify, treat and prevent it! http:// buff.ly/2dVikHO pic.twitter.com/2KXviGHw1v";;;;"790193361210707969";https://twitter.com/eco_sustainabl/status/790193361210707969
RobWilke1;2016-10-23 15:42;0;1;"@MrPG1869 @PenderSuper Just fusarium , tried it on red thread and take all. Nothing significant.";;@MrPG1869 @PenderSuper;;"790186537551929344";https://twitter.com/RobWilke1/status/790186537551929344
PictureMaria;2016-10-23 13:35;0;0;"FIGHTING FUSARIUM WILT- DESPERATE TIMES/DESPERATE MEASURES: http:// youtu.be/n1vvOAm8GUk?a via @YouTube";;@YouTube;;"790154716718039040";https://twitter.com/PictureMaria/status/790154716718039040
Eco_disinfect;2016-10-23 12:33;0;0;"It is easy to control fusarium wilt in your Irish potatoes.... http:// fb.me/4qotM8ecr";;;;"790138966473400328";https://twitter.com/Eco_disinfect/status/790138966473400328
FarmbizAfrica;2016-10-23 12:30;0;0;"It is easy to control fusarium wilt in your Irish potatoes.... http:// fb.me/4qotM8ecr";;;;"790138226912727040";https://twitter.com/FarmbizAfrica/status/790138226912727040
grabber154;2016-10-23 03:27;0;0;"As such, graphical passwords have been introduced as an alternative method to the molecular characterization of Fusarium .";;;;"790001601754738689";https://twitter.com/grabber154/status/790001601754738689
BohicaTurf604;2016-10-23 03:06;1;18;"@PenderSuper @superjhooper Walked every green this morning monitoring for fusarium . Theres no such thing as "weekends" in the golf industry pic.twitter.com/5UrTOExY0h";;@PenderSuper @superjhooper;;"789996295582732288";https://twitter.com/BohicaTurf604/status/789996295582732288
Stuttman;2016-10-23 00:14;0;0;"I liked a @YouTube video http:// youtu.be/ZDz1pFvCSPk?a Some Blooms and Fusarium Thoughts";;@YouTube;;"789953061615579136";https://twitter.com/Stuttman/status/789953061615579136
gerritwoods;2016-10-23 00:07;0;2;"Nice feeling to get this one down! #fusarium #workingonsaturday pic.twitter.com/ZIFqD6MLxH";;;#fusarium #workingonsaturday;"789951407226966016";https://twitter.com/gerritwoods/status/789951407226966016
cmarinmoreno;2016-10-23 00:04;1;2;"A pesar de todos los días nublados y con lluvia, los trigos tempranos van llenando grano con pocos problemas sanitarios, sorteando Fusarium .";;;;"789950671114104832";https://twitter.com/cmarinmoreno/status/789950671114104832
MrPG1869;2016-10-22 19:33;0;0;"@PenderSuper @RobWilke1 Have you seen positive effects on other pathogens or just fusarium Rob?";;@PenderSuper @RobWilke1;;"789882403980349440";https://twitter.com/MrPG1869/status/789882403980349440
CropWeb;2016-10-22 16:15;3;1;"There may be a natural solution for #fusarium http:// ow.ly/AJJI305lw1L";;;#fusarium;"789832577649696768";https://twitter.com/CropWeb/status/789832577649696768
GabrielTelleri2;2016-10-22 13:53;0;0;"Garbanzo en el norte de Córdoba con ataque de fusarium . pic.twitter.com/ZrqARuNdVn";;;;"789796913021349888";https://twitter.com/GabrielTelleri2/status/789796913021349888
GabrielTelleri2;2016-10-22 13:52;0;3;"Excelentes los trigos en zona núcleo escapando del fusarium . pic.twitter.com/Md9TjnopmC";;;;"789796472871120897";https://twitter.com/GabrielTelleri2/status/789796472871120897
yakugaku56;2016-10-22 12:40;1;7;"【 Fusarium 属】 ふざけるな！ゼニガタのとっつぁんと不二子 ※ふざ： Fusarium 属 ゼ：ゼアラレノン ニ：二バレノール とっつ：T-2トキシン 不：フモニシン";;;;"789778462114316293";https://twitter.com/yakugaku56/status/789778462114316293
DLNDwight;2016-10-22 07:16;0;0;"Looking for #Durum #Fusarium maps by crop zone? Anybody have link handy?";;;#Durum #Fusarium;"789696821253644288";https://twitter.com/DLNDwight/status/789696821253644288
wheat_papers;2016-10-22 07:10;0;0;"Colonization dynamic of various crop residues by Fusarium graminearum monitored through real-time PCR measurements. http:// dlvr.it/MVkWz3 pic.twitter.com/uGXhAeuOHQ";;;;"789695440904081409";https://twitter.com/wheat_papers/status/789695440904081409
Riderius;2016-10-22 01:12;0;1;"@UrsulaV Read Orcus 10. “Never heard of anything that bothered a wheat field.” He knows not the demon Fusarium , Durum's Bane. 8-)";;@UrsulaV;;"789605250785247232";https://twitter.com/Riderius/status/789605250785247232
HighPlainsJrnl;2016-10-21 23:14;1;0;"Webcast helps soybean growers identify and manage Fusarium root rot http://www. hpj.com/crops/webcast- helps-soybean-growers-identify-and-manage-fusarium-root-rot/article_0df7b137-9f17-52b9-87a8-86b9eee649ae.html?utm_medium=social&utm_source=twitter&utm_campaign=user-share …";;;;"789575487748046848";https://twitter.com/HighPlainsJrnl/status/789575487748046848
Kong8399;2016-10-21 21:39;0;0;"Is there a natural solution to fight fusarium in cereal crops? http://www. manitobacooperator.ca/country-crossr oads/did-you-know/there-may-be-a-natural-solution-for-fusarium/#.WApvA_AaODp.twitter …";;;#;"789551784331206657";https://twitter.com/Kong8399/status/789551784331206657
plantdisease;2016-10-21 20:00;9;3;"Is there a natural solution to fight #fusarium in #cereal #crops ? http:// bit.ly/2epSpf0 @MBCooperator @ISMPMI pic.twitter.com/RqRSXGjHJG";;@MBCooperator @ISMPMI;#fusarium #cereal #crops;"789526677156081664";https://twitter.com/plantdisease/status/789526677156081664
wheat_papers;2016-10-21 19:42;0;0;"Higher Fusarium Toxin Accumulation in Grain of Winter Triticale Lines Inoculated with Fusarium culmorum as Compared… http:// dlvr.it/MVb6nf pic.twitter.com/CnSONAZeTL";;;;"789522278727888896";https://twitter.com/wheat_papers/status/789522278727888896
MsOgunsipe;2016-10-21 19:28;0;0;"Me. And is fusarium andirhkrdyhus ej #FML https:// twitter.com/ifeagbeja/stat us/789505381512929280 …";;;#FML;"789518774739341312";https://twitter.com/MsOgunsipe/status/789518774739341312
DavidKucher;2016-10-21 18:39;2;1;"In my crop district, 100% of the Durum samples tested by @Grain_Canada contained Fusarium damage http://www. grainscanada.gc.ca/str-rst/fusari um/data/frequency-dur-en.htm …";;@Grain_Canada;;"789506285729296388";https://twitter.com/DavidKucher/status/789506285729296388
Grain_Canada;2016-10-21 17:30;1;0;"Frequency and severity of Fusarium damaged kernels (FDK) in Harvest Sample Program red spring wheat samples http:// ow.ly/Mf7t305p7Yv #CdnAg";;;#CdnAg;"789489041104396288";https://twitter.com/Grain_Canada/status/789489041104396288
asbama_;2016-10-21 17:02;0;0;"Si no sabes aún acerca de la enfermedad de Fusarium que está atacando a los bananos de América Latina, ingresa aquí http:// bit.ly/2efW0f6";;;;"789482061333663744";https://twitter.com/asbama_/status/789482061333663744
Grain_Canada;2016-10-21 16:30;3;2;"Frequency and severity of Fusarium damaged kernels (FDK) in Harvest Sample Program durum wheat samples http:// ow.ly/AFZM305p7TZ #CdnAg";;;#CdnAg;"789473907828981760";https://twitter.com/Grain_Canada/status/789473907828981760
gizen_jason;2016-10-21 15:41;0;1;"Gravity Table LMC 641 fusarium removal http://www. kijiji.ca/v-farming-equi pment/swift-current/gravity-table-lmc-641-fusarium-removal/1209629450?utm_campaign=socialbuttons&utm_content=app_ios&utm_medium=social&utm_source=twitter … pic.twitter.com/M8EVBglqDd";;;;"789461689129238531";https://twitter.com/gizen_jason/status/789461689129238531
Ecienciaespe;2016-10-21 15:39;2;0;"Conoce acerca del Proyecto “Caracterización funcional de los genes efectores del patógeno Fusarium oxisporum con... http:// fb.me/1uGFXJofw";;;;"789461013745790978";https://twitter.com/Ecienciaespe/status/789461013745790978
researchbib;2016-10-21 14:25;0;0;"Molecular Investigations of Food-Borne Cladosporium and Fusarium Species from Nigeria http:// dlvr.it/MVVXW2 ReseachBib";;;;"789442568169803776";https://twitter.com/researchbib/status/789442568169803776
researchbible;2016-10-21 14:22;0;0;"Molecular Investigations of Food-Borne Cladosporium and Fusarium Species from Nigeria http:// dlvr.it/MVVTPj ReseachBib";;;;"789441753908523009";https://twitter.com/researchbible/status/789441753908523009
JohannaRhodes;2016-10-21 11:39;0;1;"Multidrug-resistant Fusarium in keratitis in India: http:// onlinelibrary.wiley.com/doi/10.1111/my c.12578/abstract …";;;;"789400734387228672";https://twitter.com/JohannaRhodes/status/789400734387228672
fusarium_eater;2016-10-21 11:01;0;0;"月がだいぶかけた";;;;"789391075429355521";https://twitter.com/fusarium_eater/status/789391075429355521
gianstr;2016-10-21 09:31;1;2;"An RNAi-Based Control of Fusarium graminearum Infections Through Spraying of L... | @scoopit via @stephenmarek2 http:// sco.lt/8IqyEz";;@scoopit @stephenmarek2;;"789368388346937344";https://twitter.com/gianstr/status/789368388346937344
Marine_Drugs;2016-10-21 03:16;2;1;"http://www. mdpi.com/1660-3397/14/1 0/190 … #Metabolites of the Red Sea #Fungus Fusarium equiseti Optimize the Inhibition of Hepatitis C Virus NS3/4A Protease pic.twitter.com/y4Ixm8Tdp4";;;#Metabolites #Fungus;"789274176121110528";https://twitter.com/Marine_Drugs/status/789274176121110528
PenderSuper;2016-10-21 01:47;0;4;"Fusarium disease pressure is going down since last fungicide app on Sept 27. pic.twitter.com/3DZj3zC0nv";;;;"789251743678803969";https://twitter.com/PenderSuper/status/789251743678803969
Eastportorganic;2016-10-20 23:24;0;0;"@Wangersky also could be the red variety in that mix is more susceptible to fusarium (a common mould found in soil that impacts lettuce)";;@Wangersky;;"789215635817521153";https://twitter.com/Eastportorganic/status/789215635817521153
ISMPMI;2016-10-20 22:05;8;7;"Is there a natural solution to fight fusarium in cereal crops? http://www. manitobacooperator.ca/country-crossr oads/did-you-know/there-may-be-a-natural-solution-for-fusarium/#.WAkjbN0FoeM.twitter …";;;#;"789195872672198656";https://twitter.com/ISMPMI/status/789195872672198656
guy2fromcocoon;2016-10-20 20:52;0;2;"Aww all 6 of my children- Calonectria, Fusarium , Ganoderma, Graphiola & the twins, Bud Rot & Leaf Spots- in one pic! pic.twitter.com/VwEGDWy7S7";;;;"789177462458421249";https://twitter.com/guy2fromcocoon/status/789177462458421249
Ecienciaespe;2016-10-20 18:49;0;0;"Conoce acerca del Proyecto “Caracterización funcional de los genes efectores del patógeno Fusarium oxisporum con... http:// fb.me/4KXzVj58w";;;;"789146588203642881";https://twitter.com/Ecienciaespe/status/789146588203642881
cumbrebanano;2016-10-20 17:42;0;0;"El tema de la Dra. Gladys Tazán dentro de la #CumbreMundialBanano será: "EXPERIENCIA DE FUSARIUM EN MOZAMBIQUE".... http:// fb.me/2CIBisnHh";;;#CumbreMundialBanano;"789129569903210497";https://twitter.com/cumbrebanano/status/789129569903210497
guilleh908;2016-10-20 17:17;0;1;"Aumenta el riesgo de fusarium en trigo en el sudeste de Córdoba con este temporal, no? hay algún indice actualizado? @lucrecouretot";;@lucrecouretot;;"789123461465726978";https://twitter.com/guilleh908/status/789123461465726978
Br_PlantScience;2016-10-20 16:27;0;0;"#PLOSPathogens : An RNAi-Based Control of Fusarium graminearum Infections Through Spraying of Long dsRNAs Invo ... http:// dx.doi.org/10.1371/journa l.ppat.1005901 …";;;#PLOSPathogens;"789110733703417856";https://twitter.com/Br_PlantScience/status/789110733703417856
CropWeb;2016-10-20 16:10;4;2;"Fusarium ’s relentless march across the Prairies http:// ow.ly/LfUB305lvKg #fusarium";;;#fusarium;"789106507044556800";https://twitter.com/CropWeb/status/789106507044556800
stephenmarek2;2016-10-20 15:39;0;0;"An RNAi-Based Control of Fusarium graminearum Infections Through Spraying of Long dsRNAs Involves... | @scoopit http:// sco.lt/6fNMAr";;@scoopit;;"789098711750209536";https://twitter.com/stephenmarek2/status/789098711750209536
portulan;2016-10-20 15:30;1;0;"Pulvériser du dsRNA sur les feuilles pour lutter contre les Fusarium - @scoopit http:// sco.lt/55Qv9V";;@scoopit;;"789096417658757122";https://twitter.com/portulan/status/789096417658757122
EGGillespie;2016-10-20 15:06;2;2;"Great info about Gibberela & Fusarium in corn by @WheatPete & @realagriculture http:// bit.ly/2dspL71 Harvest fields early #ontag";;@WheatPete @realagriculture;#ontag;"789090400187346945";https://twitter.com/EGGillespie/status/789090400187346945
empyrean999;2016-10-20 14:22;0;0;"#PLOSPathogens : An RNAi-Based Control of Fusarium graminearum Infections Through Spraying of Long dsRNAs Invo ... http:// dx.doi.org/10.1371/journa l.ppat.1005901 …";;;#PLOSPathogens;"789079247528878080";https://twitter.com/empyrean999/status/789079247528878080
ben_biddulph;2016-10-20 13:46;0;1;"@agrobaz was it stem frosted and then the Fusarium infection spread through the damaged tissue?";;@agrobaz;;"789070391738150914";https://twitter.com/ben_biddulph/status/789070391738150914
FrontMicrobiol;2016-10-20 13:05;0;0;"INK128 Exhibits Synergy with Azoles against Exophiala spp. and Fusarium spp.: Lujuan Gao, Yi Sun, Chengyan He... http:// bit.ly/2ewK1GK";;;;"789059937598967809";https://twitter.com/FrontMicrobiol/status/789059937598967809
jacquet_chris;2016-10-20 12:43;0;1;"An RNAi-Based Control of Fusarium graminearum Infections Through Spraying of Long dsRNAs Involves... | @scoopit http:// sco.lt/6usyCf";;@scoopit;;"789054550955159552";https://twitter.com/jacquet_chris/status/789054550955159552
SteinbachOnline;2016-10-20 12:28;0;0;"Fusarium Poses Issues For Livestock Feed http:// zpr.io/P69yz";;;;"789050723631767552";https://twitter.com/SteinbachOnline/status/789050723631767552
CTC_Harry;2016-10-20 08:01;0;0;"High Risk of Fusarium this weekend! Call or email for a quotation on fungicides - harry@collier-turf-care.co.uk pic.twitter.com/qEnXdVtUfF";;@collier;;"788983354356097024";https://twitter.com/CTC_Harry/status/788983354356097024
wheat_papers;2016-10-20 02:59;0;0;"Reevaluation of Two Quantitative Trait Loci for Type II Resistance to Fusarium Head Blight in Wheat Germplasm PI… http:// dlvr.it/MTyz66 pic.twitter.com/sKDAAVzkQY";;;;"788907491178315776";https://twitter.com/wheat_papers/status/788907491178315776
RobWilke1;2016-10-20 01:03;0;1;"@PenderSuper @buckleyeoghan we've only sprayed our tees three times this fall. No fusarium in sprayed areas. Fairways are loaded";;@PenderSuper @buckleyeoghan;;"788878215116795904";https://twitter.com/RobWilke1/status/788878215116795904
Las1001rockS;2016-10-20 00:02;1;0;"Círculos de hongos del pastizal, fusarium : http:// youtu.be/7mJPatjxDQ0?a a través de @YouTube";;@YouTube;;"788863016414707712";https://twitter.com/Las1001rockS/status/788863016414707712
mgimenezz;2016-10-19 23:54;21;18;"Sistema de alerta de enfermedades de cultivos, un muy buen desarrollo del @intaargentina para predecir posibles ataques de #fusarium #trigo pic.twitter.com/GwSZmHkT0P";;@intaargentina;#fusarium #trigo;"788860861230317569";https://twitter.com/mgimenezz/status/788860861230317569
Ecienciaespe;2016-10-19 22:57;0;0;"Conoce acerca del Proyecto "“Caracterización funcional de los genes efectores del patógeno Fusarium oxisporum con... http:// fb.me/2xRdnRjUv";;;;"788846480643751936";https://twitter.com/Ecienciaespe/status/788846480643751936
wheatgen_papers;2016-10-19 19:49;0;0;"Reevaluation of Two Quantitative Trait Loci for Type II Resistance to Fusarium Head Blight in Wheat Germplasm PI… http:// dlvr.it/MTsln6 pic.twitter.com/S3ZDSrnO3r";;;;"788799147411251200";https://twitter.com/wheatgen_papers/status/788799147411251200
ChartrandD;2016-10-19 17:42;2;3;"#icanhazpdf Development of a selective medium for quantitative isolation of Fusarium oxysporum from natural soil.";;;#icanhazpdf;"788767234378326016";https://twitter.com/ChartrandD/status/788767234378326016
MBFarmJournal;2016-10-19 17:20;4;1;"Fusarium Poses Issues For Livestock Feed http://www. pembinavalleyonline.com/ag-news/fusari um-poses-issues-for-livestock-feed#.WAePMqLdEUg.twitter … #cdnag";;;# #cdnag;"788761742482427905";https://twitter.com/MBFarmJournal/status/788761742482427905
deanpiller;2016-10-19 16:39;1;8;"Our fall app of Sea Blend 12-0-12 being applied this morning for baseline nutrition. Love this product as part of our fusarium management pic.twitter.com/9us1sG5lzR";;;;"788751480345866240";https://twitter.com/deanpiller/status/788751480345866240
putrzren;2016-10-19 16:29;0;1;""Dr saya jumpa buku The Fusarium Laboratory Manual.." "Ha'ah Dr, lengkap. Syok betul.." "Emel kat saya." Laju je Dr";;;;"788749025595969536";https://twitter.com/putrzren/status/788749025595969536
pembinavnews;2016-10-19 15:32;0;0;"Fusarium Poses Issues For Livestock Feed http:// zpr.io/P6ywx";;;;"788734692824649729";https://twitter.com/pembinavnews/status/788734692824649729
agrobaz;2016-10-19 12:49;0;1;"@Craig__Davis no it's fusarium causing this. I just haven't seen it attack the final node like that before";;@Craig__Davis;;"788693428099960832";https://twitter.com/agrobaz/status/788693428099960832
agrobaz;2016-10-19 12:21;2;4;"I wouldn't call this fusarium head blight. Fusarium attacking durum at last node. Thoughts? pic.twitter.com/SQv0AbiRhf";;;;"788686455153446913";https://twitter.com/agrobaz/status/788686455153446913
Markgpsu;2016-10-19 12:11;0;0;"An RNAi-Based Control of Fusarium graminearum Infections Through Spraying of Long dsRNAs ... PLOS Pathogens, 2016; 12 (10): e1005901";;;;"788683977389252608";https://twitter.com/Markgpsu/status/788683977389252608
Toxins_Mdpi;2016-10-19 08:47;0;1;"Higher Fusarium Toxin Accumulation in Grain of Winter Triticale Compared with Winter Wheat http://www. mdpi.com/2072-6651/8/10 /301 … pic.twitter.com/9ewF3nKNfA";;;;"788632633794293760";https://twitter.com/Toxins_Mdpi/status/788632633794293760
DAF_WA;2016-10-19 07:52;0;4;"Growers urged to monitor barley and wheat crops for Fusarium crown rot #PestFax http:// bit.ly/2e4QZV3 pic.twitter.com/96haqJLVjm";;;#PestFax;"788618710441418756";https://twitter.com/DAF_WA/status/788618710441418756
o2farms_sk;2016-10-19 05:58;0;0;"@Andrew_Dalgarno @Lean1Mclean @marymacarthur Can they drop fusarium and vomi #s ?";;@Andrew_Dalgarno @Lean1Mclean @marymacarthur;#s;"788590148439212032";https://twitter.com/o2farms_sk/status/788590148439212032
DitaMiguel;2016-10-18 19:34;2;6;"Flowering already ! Exciting to see further performance of BRS Princesa against Fusarium wilt! pic.twitter.com/2EjZqCxt8L";;;;"788433092562124800";https://twitter.com/DitaMiguel/status/788433092562124800
yeast_papers;2016-10-18 19:09;0;0;"Pubmed: Efficient heterologous expression of Fusarium solani lipase, FSL2, in Pichia pastoris, functional… http:// dlvr.it/MTVV2X";;;;"788426715492003840";https://twitter.com/yeast_papers/status/788426715492003840
bradott_ag;2016-10-18 17:40;0;1;"Gib and fusarium stall toys are not slowing down. Preble Co. pic.twitter.com/WAS89YWmjW";;;;"788404380424806401";https://twitter.com/bradott_ag/status/788404380424806401
DavidKucher;2016-10-18 17:24;2;3;""a fundamentally new plant protection strategy" for controlling Fusarium with RNAi technology http:// journals.plos.org/plospathogens/ article?id=10.1371/journal.ppat.1005901 …";;;;"788400459354558464";https://twitter.com/DavidKucher/status/788400459354558464
FCCagriculture;2016-10-18 17:05;4;2;"Researchers have identified a plant-microbe interaction that keeps Fusarium graminearum at bay. @MBCooperator #cdnag http:// ow.ly/vZAu305ihZJ";;@MBCooperator;#cdnag;"788395513506885633";https://twitter.com/FCCagriculture/status/788395513506885633
grabber154;2016-10-18 15:57;0;0;"Thirty-two isolates of Fusarium spp. cultures.";;;;"788378424553316353";https://twitter.com/grabber154/status/788378424553316353
FarmsNews;2016-10-18 15:13;8;8;"Start Managing For Fusarium Head Blight Now Before You Plant The 2016/17 Crop Read more.. http://www. farms.com/commentaries/s tart-managing-for-fusarium-head-blight-now-before-you-plant-the-2016-17-crop-114305.aspx … pic.twitter.com/AY2sw5O8wB";;;;"788367437259415553";https://twitter.com/FarmsNews/status/788367437259415553
KaiHeimel;2016-10-18 14:28;1;1;"#PLOSPathogens : An RNAi-Based Control of Fusarium graminearum Infections Through Spraying of Long dsRNAs Invo ... http:// dx.doi.org/10.1371/journa l.ppat.1005901 …";;;#PLOSPathogens;"788355962126077952";https://twitter.com/KaiHeimel/status/788355962126077952
wheat_papers;2016-10-18 12:57;0;1;"Mapping QTLs for Fusarium Head Blight Resistance in an Interspecific Wheat Population. http:// dlvr.it/MTNlzy pic.twitter.com/skfJbiAZUL";;;;"788333081996300289";https://twitter.com/wheat_papers/status/788333081996300289
wheatgen_papers;2016-10-18 12:24;0;0;"Mapping QTLs for Fusarium Head Blight Resistance in an Interspecific Wheat Population. http:// dlvr.it/MTNH8c pic.twitter.com/V3FFY7bspd";;;;"788324769766658048";https://twitter.com/wheatgen_papers/status/788324769766658048
epigen_papers;2016-10-18 12:19;0;0;"Pubmed: Sound of silence: The beauvericin cluster in Fusarium fujikuroi is controlled by cluster-specific and… http:// dlvr.it/MTNC4Q";;;;"788323560674635777";https://twitter.com/epigen_papers/status/788323560674635777
NRPS_papers;2016-10-18 12:06;0;0;"Sound of silence: The beauvericin cluster in Fusarium fujikuroi is controlled by cluster-specific and global… http:// dlvr.it/MTN1j6 pic.twitter.com/BN5dWX17zK";;;;"788320252962541572";https://twitter.com/NRPS_papers/status/788320252962541572
bruno_peiffer;2016-10-18 11:08;0;0;"Fusarium au Canada http:// ln.is/www.pearltrees .com/g/Raixf … #fusariumdansdifferentspays #fusarium #principalesmycotoxines #mycotoxines";;;#fusariumdansdifferentspays #fusarium #principalesmycotoxines #mycotoxines;"788305861940740096";https://twitter.com/bruno_peiffer/status/788305861940740096
RemijnLuc;2016-10-18 09:51;4;9;"Fusarium is grote bedreiging voor #uien teelt. Hopelijk komt er snel doorbraak door onderzoek #UIKC #Rusthoeve #Delphy . pic.twitter.com/Oe8BYF1BKL";;;#uien #UIKC #Rusthoeve #Delphy;"788286260183990272";https://twitter.com/RemijnLuc/status/788286260183990272
Classified_WP;2016-10-18 03:30;0;0;"GOT FUSARIUM ? #wheat #grain #farmers #harvest16 #seed #pulsecrop http:// bit.ly/2eyiTdV pic.twitter.com/QId5YdcEwU";;;#wheat #grain #farmers #harvest16 #seed #pulsecrop;"788190361147543552";https://twitter.com/Classified_WP/status/788190361147543552
rgstone1;2016-10-18 02:30;0;0;"@CropProCory some went . Some reject account fusarium some account germination. Some on hold account synergy";;@CropProCory;;"788175480146960384";https://twitter.com/rgstone1/status/788175480146960384
WisCropMan;2016-10-17 23:30;0;0;"Start Managing for Fusarium Head Blight Now Before You Plant the 2016/17 Crop - http:// tinyurl.com/hhdte5s";;;;"788130117138599937";https://twitter.com/WisCropMan/status/788130117138599937
allanreporter;2016-10-17 22:08;1;0;"Is there a natural solution to fight fusarium in cereal crops? #westcdnag http://www. manitobacooperator.ca/country-crossr oads/did-you-know/there-may-be-a-natural-solution-for-fusarium/#.WAUvuYNjIJ0.twitter …";;;#westcdnag #;"788109518823497729";https://twitter.com/allanreporter/status/788109518823497729
domenicodefran1;2016-10-17 22:03;0;0;"CEREALI 2.0: FUSARIUM -UN PERICOLOSO AGGRESSORE DEL GRANO DURO- http:// granoduroitalia.blogspot.com/2016/10/fusari um-un-pericoloso-aggressore-del.html?spref=tw …";;;;"788108209563238401";https://twitter.com/domenicodefran1/status/788108209563238401
ShannonVanRaes;2016-10-17 22:03;0;0;"Is there a natural solution to fight fusarium in cereal crops? http://www. manitobacooperator.ca/country-crossr oads/did-you-know/there-may-be-a-natural-solution-for-fusarium/#.WAUuck38dbw.twitter …";;;#;"788108076544950272";https://twitter.com/ShannonVanRaes/status/788108076544950272
MBCooperator;2016-10-17 21:24;1;0;"A plant-microbe interaction that ⁰keeps Fusarium graminearum at bay. http://www. manitobacooperator.ca/country-crossr oads/did-you-know/there-may-be-a-natural-solution-for-fusarium/ … pic.twitter.com/StIpJvso8T";;;;"788098375413620738";https://twitter.com/MBCooperator/status/788098375413620738
agriclue;2016-10-17 18:56;0;0;"MB Cooperator Country Crossroads "There may be a natural solution for fusarium " http:// ift.tt/2ef34ES";;;;"788061018429747200";https://twitter.com/agriclue/status/788061018429747200
MBCooperator;2016-10-17 18:39;0;0;"Is there a natural solution to fight fusarium in cereal #crops ? #cdnag http://www. manitobacooperator.ca/country-crossr oads/did-you-know/there-may-be-a-natural-solution-for-fusarium/ …";;;#crops #cdnag;"788056778164441088";https://twitter.com/MBCooperator/status/788056778164441088
PACropDoc;2016-10-17 17:12;0;0;"New Webcast Helps Soybean Growers Identify and Manage Fusarium Root Rot: http:// bit.ly/2dik4NJ via @farmranchguide";;@farmranchguide;;"788035052844244992";https://twitter.com/PACropDoc/status/788035052844244992
KevinElmy;2016-10-17 16:49;0;1;"@MaddockFrank I would be more concerned about fusarium levels of stuff in the bin. Both common and pedigree. #gottatest";;@MaddockFrank;#gottatest;"788029234421829634";https://twitter.com/KevinElmy/status/788029234421829634
plant_biology;2016-10-17 15:03;0;0;"Involvement of the Fusarium graminearum cerato-platanin proteins in fungal growth and plant infection. http:// dlvr.it/MT4JGy";;;;"788002446199050240";https://twitter.com/plant_biology/status/788002446199050240
wheat_papers;2016-10-17 13:24;0;0;"Involvement of the Fusarium graminearum cerato-platanin proteins in fungal growth and plant infection. http:// dlvr.it/MT2tNY pic.twitter.com/hYhopOtiBs";;;;"787977489360445440";https://twitter.com/wheat_papers/status/787977489360445440
wheatgen_papers;2016-10-17 12:17;0;0;"Involvement of the Fusarium graminearum cerato-platanin proteins in fungal growth and plant infection. http:// dlvr.it/MT1vwv pic.twitter.com/ejHAuSLRsC";;;;"787960740070043649";https://twitter.com/wheatgen_papers/status/787960740070043649
JohnRMoffitt;2016-10-17 07:25;7;22;"#MicroMonday Fusarium incarnatum #Fungi pic.twitter.com/WuVvs4C1bv";;;#MicroMonday #Fungi;"787887247542587392";https://twitter.com/JohnRMoffitt/status/787887247542587392
dostpcaarrd;2016-10-17 05:39;2;3;"ACTICon is a biocontrol agent against #Fusarium wilt & reduces infection & mortality by 60% in Cavendish #banana https:// drive.google.com/file/d/0B9CTNN bieUbCRlZMVl9yVm1mTUE/view … : pic.twitter.com/VVPx0NEPkx";;;#Fusarium #banana;"787860500965056513";https://twitter.com/dostpcaarrd/status/787860500965056513
CropProCory;2016-10-17 04:26;0;2;"@Marcelvanst @loessin_corey @ReiterLJ @gustgd @Sk_Wheat agree that the fusarium issues are our biggest problem and still getting worse";;@Marcelvanst @loessin_corey @ReiterLJ @gustgd @Sk_Wheat;;"787842161538502656";https://twitter.com/CropProCory/status/787842161538502656
ByeAshy;2016-10-17 04:13;0;0;"@BeyHivee @gabeAlfassy Rob fusarium who wrote and produced the track said the song was his idea so";;@BeyHivee @gabeAlfassy;;"787838992335114240";https://twitter.com/ByeAshy/status/787838992335114240
